Order,Level,Code,Parent,Description,Cette catégorie comprend,Cette catégorie comprend aussi,Cette catégorie ne comprend pas,"Décisions de classement (""rulings"")",Cette catégorie comprend,Cette catégorie comprend aussi,Cette catégorie ne comprend pas
512827,6,68.20.12,68.20.1,Services de location et exploitation de biens immobiliers non résidentiels propres ou loués,"Cette sous-catégorie comprend:
- les services de location et d’exploitation, par leur propriétaire ou leur locataire principal, de bâtiments industriels et commerciaux ou d’autres bâtiments non résidentiels:
  . d’usines, d’immeubles de bureaux, d’entrepôts
  . de salles de théâtre, de centres de conférences, de lieux d’exposition, d’immeubles polyvalents non affectés en principal à l’habitation
  . de terres agricoles, de forêts et de biens similaires
- la location, au mois ou à l’année, de terrains pour caravanes, de boxes ou d’autres lieux de garage pour véhicules automobiles",,,,"This subcategory includes:
- rental and operating services concerning industrial, commercial or other non-residential buildings or property by owners or leaseholders:
  . factories, office buildings, warehouses
  . theatres, convention centres, exhibition halls and multiple-use buildings that are primarily non-residential
  . agricultural, forestry and similar properties
- rental or leasing by the month or year of caravan sites, lock-up garages or other places for parking vehicles",,
512828,3,68.3,68,Services immobiliers pour compte de tiers,,,,,,,
512829,4,68.31,68.3,Services des agences immobilières,,,,,,,
512830,5,68.31.1,68.31,Services des agences immobilières,,,,,,,
512831,6,68.31.11,68.31.1,"Transactions sur bâtiments résidentiels et terrains associés pour compte de tiers, à l’exclusion des biens immobiliers en multipropriété","Cette sous-catégorie comprend:
- les services des agences immobilières et maisons de courtage concernant la vente, pour compte de tiers, de maisons, d’appartements, d’immeubles à appartements et d’autres bâtiments résidentiels et les services similaires des intermédiaires en matière d’achat, de vente et de location de biens immobiliers résidentiels et de terrains associés",,"Cette sous-catégorie ne comprend pas:
- les services de vente de biens immobiliers en multipropriété pour le compte de tiers, voir 68.31.12",,"This subcategory includes:
- real estate agency and brokerage house services related to the sale of houses, flats, apartment buildings and other residential properties, and similar intermediation services involving buying, selling and rental of residential buildings and associated land, on a fee or contract basis",,"This subcategory excludes:
- sale services of time-share ownership properties on a fee or contract basis, see 68.31.12"
512832,6,68.31.12,68.31.1,Transactions sur biens immobiliers en multipropriété pour compte de tiers,"Cette sous-catégorie comprend:
- les services des agences immobilières et maisons de courtage concernant la vente de biens immobiliers en multipropriété",,,,"This subcategory includes:
- real estate agency and brokerage house services related to the sale of time-share properties",,
512833,6,68.31.13,68.31.1,Transactions sur terrains à bâtir pour compte de tiers,"Cette sous-catégorie comprend:
- les services des agences immobilières et maisons de courtage concernant la vente de terrains à bâtir et les services similaires des intermédiaires en matière d’achat, de vente et de location",,,,"This subcategory includes:
- real estate agency and brokerage house services related to the sale of residential vacant land, and similar intermediation services involving buying, selling and rental, on a fee or contract basis",,
512834,6,68.31.14,68.31.1,Transactions sur constructions non résidentielles et terrains associés pour compte de tiers,"Cette sous-catégorie comprend:
- les services des agences immobilières et maisons de courtage concernant la vente, pour compte de tiers, de bâtiments non résidentiels et de terrains non constructibles, tels que bureaux, usines, magasins, etc., et les services similaires des intermédiaires en matière d’achat, de vente et de location de biens immobiliers résidentiels et de terrains associés",,,,"This subcategory includes:
- real estate agency and brokerage house services related to the sale of non-residential buildings and land, such as offices, factories, shops, etc., and similar intermediation services involving buying, selling and rental of non-residential buildings and associated land, on a fee or contract basis",,
512835,6,68.31.15,68.31.1,Transactions sur terrains non constructibles pour compte de tiers,"Cette sous-catégorie comprend:
- les services des agences immobilières et maisons de courtage concernant la vente de terrains libres non constructibles et les services similaires des intermédiaires en matière d’achat, de vente et de location",,,,"This subcategory includes:
- real estate agency and brokerage house services related to the sale of non-residential vacant land, and similar intermediation services involving buying, selling and rental, on a fee or contract basis",,
512836,6,68.31.16,68.31.1,Services d’expertise immobilière pour compte de tiers,"Cette sous-catégorie comprend:
- l’expertise, pour le compte de tiers, de bâtiments résidentiels et terrains associés, de bâtiments non résidentiels et terrains associés et de terrains à bâtir et terrains libres non constructibles",,,,"This subcategory includes:
- appraisal of residential buildings and land, non-residential buildings and land, and residential and non-residential vacant land on a fee or contract basis",,
512837,4,68.32,68.3,Services d’administration de biens immobiliers pour compte de tiers,,,,,,,
512838,5,68.32.1,68.32,Services d’administration de biens immobiliers pour compte de tiers,,,,,,,
512839,6,68.32.11,68.32.1,"Services d’administration de biens immobiliers résidentiels pour compte de tiers, à l’exclusion des biens immobiliers en multipropriété","Cette sous-catégorie comprend:
- les services d’administration, pour le compte de tiers, de maisons et d’autres immeubles résidentiels
- les services d’administration d’immeubles à appartements (ou d’immeubles polyvalents affectés principalement à l’habitation)
- les services d’administration d’emplacements pour caravanes résidentielles
- les services de perception des loyers
- les services d’administration de logements en copropriété",,,,"This subcategory includes:
- management services concerning houses and other residential properties, on a fee or contract basis
- management services concerning multi-unit apartment buildings (or multiple-use buildings that are primarily residential)
- management services concerning residential mobile home sites
- rent collection services
- management services concerning dwellings in joint ownership",,
512840,6,68.32.12,68.32.1,Services d’administration de biens immobiliers en multipropriété pour compte de tiers,,,,,,,
512841,6,68.32.13,68.32.1,Services d’administration de biens immobiliers non résidentiels pour compte de tiers,"Cette sous-catégorie comprend:
- les services d’administration de bâtiments industriels et commerciaux, d’immeubles polyvalents non affectés principalement à l’habitation, etc.
- les services d’administration de terres agricoles, de forêts et de biens similaires",,"Cette sous-catégorie ne comprend pas:
- les services d’appui pour installations diverses (combinaison de services comme le nettoyage intérieur courant, l’entretien et les réparations mineures, l’élimination des ordures, le gardiennage et la sécurité), voir 81.10.10
- la gestion d’installations telles que les bases militaires, les prisons ou d’autres installations (à l’exclusion des installations informatiques), voir 81.10.10
- les services d’exploitation d’installations de sports et de sports récréatifs, voir 93.11.10
- les services d’exploitation d’installations récréatives et de loisirs, voir 93.29.1",,"This subcategory includes:
- management services concerning industrial and commercial properties, multiple-use buildings that are primarily non-residential, etc.
- management services concerning agricultural, forestry and similar properties",,"This subcategory excludes:
- facilities support services (combination of services such as general interior cleaning, maintenance and making minor repairs, trash disposal, guard and security), see 81.10.10
- management of facilities, such as military bases, prisons, and other facilities (except computer facilities management), see 81.10.10
- sports and recreational sports facility operation services, see 93.11.10
- recreation and amusement facility operation services, see 93.29.1"
